Id,norm.WT_SeedCoat_1,norm.WT_SeedCoat_2,norm.WT_SeedCoat_3,norm.WT_SeedCoat_4,norm.T_SeedCoat_1,norm.T_SeedCoat_2,norm.T_SeedCoat_3,norm.T_SeedCoat_4
vigun.IT97K-499-35.gnm1.ann1.Vigun09g024800.1,4,12,5,3,12,0,0,103
vigun.IT97K-499-35.gnm1.ann1.Vigun09g024900.1,0,0,1,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025000.1,1,0,0,0,109,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025100.1,0,0,0,0,5,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025200.1,2,5,5,17,72,6,0,20
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025500.1,0,0,0,0,0,0,0,8
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025600.1,0,0,0,0,4,0,1,20
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025800.1,1156,1048,1188,1255,1461,1003,1218,1088
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025800.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025800.3,52,74,41,0,0,376,15,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025900.1,723,354,1556,1220,1330,386,648,400
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025900.2,236,0,0,0,615,0,32,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025900.3,0,0,7,0,0,386,0,254
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025900.4,45,0,3,0,30,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g025900.5,0,16,0,16,0,49,21,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026000.1,31,94,119,170,250,189,123,236
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026000.2,125,0,51,0,0,0,7,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026100.1,20,0,9,1,0,0,24,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026100.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026100.3,0,38,0,0,0,0,0,40
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026100.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026100.5,53,29,40,65,16,44,27,128
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026200.1,2398,1942,2877,2657,7724,2536,2662,3117
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026300.2,0,3,0,2,6,7,2,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026400.1,13,2,7,2,3,2,4,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026500.1,218,9,0,0,51,7,0,52
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026600.1,227,462,293,267,391,139,587,412
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026700.1,21,23,53,25,11,3,24,68
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026800.1,1,2,2,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026900.1,441,655,717,895,194,353,627,154
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026900.2,247,692,890,841,377,363,754,139
vigun.IT97K-499-35.gnm1.ann1.Vigun09g026900.3,158,720,741,899,411,320,721,64
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027000.1,1375,1012,1241,1275,1609,1466,1053,3188
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027100.1,59,259,202,238,0,32,206,149
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027100.2,165,0,0,0,74,168,0,556
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027200.1,1056,1193,1502,1643,2894,1220,1616,1529
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027300.1,287,313,194,202,184,276,274,335
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027400.1,540,76,71,45,265,208,58,249
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027400.2,460,333,201,183,297,293,83,25
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027600.1,239,225,142,159,184,249,179,71
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027700.1,128,34,12,8,143,22,10,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027800.1,819,2724,1405,1579,412,701,1456,210
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027900.1,770,1094,983,1085,233,855,1058,150
vigun.IT97K-499-35.gnm1.ann1.Vigun09g027900.2,0,0,0,0,0,0,7,66
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028000.1,1,0,0,0,0,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028100.1,86,60,110,87,61,63,67,114
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028200.1,7,3,5,3,20,11,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.1,0,12,27,101,27,11,43,188
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.10,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.11,6,0,0,0,0,0,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.12,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.7,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.8,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028300.9,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028400.1,438,361,218,172,355,286,213,201
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028500.1,752,724,559,607,645,749,533,1795
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028600.1,645,433,596,587,1159,613,594,550
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028700.1,530,607,667,632,718,575,715,733
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028700.2,646,752,653,803,552,825,661,557
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028700.3,7,3,2,2,30,51,9,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028800.1,2089,1443,2642,3120,3117,1958,1792,1539
vigun.IT97K-499-35.gnm1.ann1.Vigun09g028900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029000.1,1313,2278,1277,1207,724,1021,1381,1510
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029000.2,71,125,49,90,11,26,55,139
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029100.1,299,463,397,411,234,156,440,313
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029500.1,0,0,1,0,0,0,1,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029600.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g029900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030000.1,667,344,471,383,403,517,431,982
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030100.1,11,48,27,19,29,0,26,40
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030200.1,160,144,152,149,145,150,174,602
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030300.1,689,948,1107,1713,1960,942,1537,44
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030400.1,54,85,44,75,185,59,69,239
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030500.1,0,3,2,1,0,0,0,18
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030600.1,99,61,7,2,19,50,0,138
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030700.1,722,381,516,551,1439,822,576,562
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030700.2,31,56,78,93,0,0,29,304
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030800.1,1,19,0,7,6,0,9,28
vigun.IT97K-499-35.gnm1.ann1.Vigun09g030900.1,69,60,319,1048,459,56,151,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031100.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031200.1,1437,1390,922,1166,476,782,876,4661
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031300.1,0,41,22,6,74,67,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031300.2,943,1083,661,1599,2831,1637,968,957
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031300.3,0,27,93,10,0,0,70,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031300.4,502,1819,2786,2316,873,451,3070,338
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031400.1,5,32,19,18,141,29,55,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031500.1,1885,448,530,601,1116,2833,804,2028
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031600.1,202,79,157,111,165,226,103,302
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031600.2,0,7,0,0,0,0,0,109
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031700.1,0,0,0,0,21,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031800.2,10,3,0,1,0,0,0,13
vigun.IT97K-499-35.gnm1.ann1.Vigun09g031900.1,488,210,582,904,777,959,345,525
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032000.1,3,1,0,1,8,6,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032100.1,4,2,0,6,23,0,2,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032200.1,613,206,282,302,1077,726,308,455
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032300.1,776,916,493,576,326,687,650,366
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032400.1,0,2,0,3,2,0,0,68
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.1,0,0,0,0,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032500.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032600.1,1,1,2,0,5545,6,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.1,126,45,20,26,30,26,16,104
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.2,94,12,0,0,38,22,1,57
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.3,91,39,19,27,7,23,12,61
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.4,248,58,13,34,137,23,35,94
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032700.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032800.1,96,104,106,28,261,72,49,2261
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032900.1,1312,1321,2950,2555,7780,590,1101,43
vigun.IT97K-499-35.gnm1.ann1.Vigun09g032900.2,296,322,1463,854,2817,195,321,8
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033000.1,184,18,13,4,34,41,2,173
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033100.1,1847,1961,1706,1762,1677,1887,1916,2713
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033200.1,255,242,166,309,376,329,198,337
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033200.2,0,0,63,259,189,0,0,279
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033200.3,315,202,103,0,283,0,231,212
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033200.4,294,106,209,92,0,433,363,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033300.1,34,154,161,227,648,54,305,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033400.1,2391,2439,2177,2126,2173,2457,2462,2870
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033500.1,10,145,68,120,16,94,135,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033600.1,140,140,72,166,1200,169,94,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033700.2,19,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033700.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033700.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033700.5,9,0,1,0,33,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033800.1,192,195,201,187,81,142,147,445
vigun.IT97K-499-35.gnm1.ann1.Vigun09g033900.1,1899,2631,2205,2653,1414,1665,2243,5118
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034000.1,979,1405,837,871,383,659,948,1496
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034100.1,175,47,4,1,4,21,0,147
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034200.1,28,13,14,3,7,17,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034200.2,93,54,35,53,210,66,46,34
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034200.3,0,0,0,0,0,0,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034300.1,819,375,244,238,1219,385,179,63
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034400.1,0,0,0,0,0,2,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034500.1,1019,908,1287,1264,1110,1310,1072,1260
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034600.1,94,90,125,179,104,131,102,382
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034700.1,3798,2474,2769,2683,2848,4797,3021,6151
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034800.1,759,1175,919,1042,810,958,1265,1228
vigun.IT97K-499-35.gnm1.ann1.Vigun09g034900.1,0,1,0,0,0,2,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035000.1,0,0,0,0,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035100.1,7,26,6,0,7,12,15,6
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035100.2,7,3,13,8,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035200.1,262,177,268,313,331,137,313,689
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035300.1,3,33,13,21,0,11,46,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035300.2,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035300.3,0,18,0,9,0,0,9,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035300.4,22,24,14,0,20,30,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.1,0,148,212,94,100,0,188,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.2,0,47,0,0,0,0,90,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.3,110,0,62,50,0,60,0,62
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.4,0,0,107,99,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.5,0,0,0,0,104,0,0,74
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035400.6,168,37,17,97,104,195,0,153
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035500.1,13,85,322,280,136,35,323,5
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035500.2,0,3,0,6,0,0,7,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035500.3,0,5,0,0,0,20,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035500.4,13,0,0,60,97,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035600.1,185,164,176,163,245,182,268,25
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035700.1,69,144,262,362,886,166,533,63
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035700.2,0,0,16,0,0,0,0,8
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035700.3,7,9,20,26,8,4,29,8
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035800.2,0,56,54,70,25,19,198,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g035900.1,20,6,0,0,35,21,0,17
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036000.1,22,76,66,131,102,32,257,57
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036000.2,0,0,2,2,0,0,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036100.1,207,214,333,311,309,0,461,306
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036100.2,21,90,163,200,0,229,24,486
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036200.1,369,198,187,194,187,332,197,613
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036300.1,57,37,27,13,26,28,15,72
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036400.1,1074,2000,2221,2883,1604,1262,2505,404
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036600.1,5,0,1,0,15,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036700.1,1,3,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g036900.1,148,46,16,6,32,39,9,360
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037000.1,385,119,284,270,537,166,277,968
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037100.1,283,183,199,261,441,226,298,191
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037100.2,0,49,25,7,0,40,0,53
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037200.1,79,82,73,44,98,52,47,339
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037300.1,111,124,349,184,579,78,149,4
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037400.1,2,55,84,158,12,27,234,44
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037500.1,918,1299,1570,1554,1663,848,1548,1348
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037500.2,75,35,48,48,308,117,45,64
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037600.1,16,0,0,0,0,0,0,219
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037600.2,12,0,5,2,7,5,5,3218
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037700.1,690,419,790,674,1421,581,606,627
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037800.1,0,0,0,0,0,0,0,23
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037900.1,0,0,93,0,0,0,79,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g037900.2,116,483,418,526,248,159,304,123
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038000.1,101,194,108,175,188,134,126,81
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038000.2,37,0,38,51,14,15,4,23
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038100.1,108,40,33,25,0,42,0,132
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038100.2,0,0,0,0,6,0,9,18
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038200.1,85,215,412,564,741,122,291,101
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038200.2,208,191,607,569,1116,54,304,53
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038200.3,0,12,72,112,86,6,22,16
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038200.4,26,24,150,137,179,56,74,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038300.1,734,408,442,488,622,410,459,1695
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038300.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038400.1,304,277,316,374,603,279,295,309
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038500.1,810,2570,4175,3096,9711,2071,6671,10
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038600.1,4,0,1,3,79,1,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038700.1,370,133,83,104,82,468,106,870
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038800.1,19,35,51,27,63,20,91,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g038900.1,4651,8950,6263,6248,5240,5145,8119,5003
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039000.1,16,29,11,4,17,19,9,61
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039100.1,0,0,0,2,2,0,0,8
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039200.1,99,84,126,133,114,129,98,448
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039300.1,19,48,38,69,49,13,47,76
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039400.1,918,994,1022,860,1079,1108,886,1743
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039500.1,135,232,131,120,183,126,185,142
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.3,0,0,0,0,0,0,0,26
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.4,8,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.7,0,7,0,0,0,0,13,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039600.8,7,0,4,10,0,8,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039700.1,0,0,0,0,60,1,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039700.2,0,0,0,0,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039700.3,0,0,0,0,7,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039700.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039700.5,0,0,2,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039800.1,0,0,13,7,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039800.2,4,12,31,65,0,5,19,6
vigun.IT97K-499-35.gnm1.ann1.Vigun09g039900.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040000.1,33,1,0,0,0,3,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040100.1,24,18,15,3,6,15,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040200.1,697,648,2240,6160,3117,1900,3103,591
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040300.1,1056,1731,1126,636,1293,1250,565,78
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040400.1,4,2,1,0,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040600.1,66,5,131,259,1553,70,39,2
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040700.1,13,13,19,2,0,34,15,55
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040700.2,3365,4918,3275,4214,1624,3587,4476,11838
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040800.1,28,188,313,40,150,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040800.2,122,0,59,251,0,71,70,87
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040800.3,221,235,287,362,438,361,522,126
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040900.1,239,372,381,278,146,215,268,656
vigun.IT97K-499-35.gnm1.ann1.Vigun09g040900.2,70,101,45,66,0,0,30,67
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041000.1,525,420,372,342,364,468,342,461
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041100.1,654,303,309,339,508,529,306,820
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041200.1,143,93,94,44,193,123,43,13
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041300.1,517,121,77,55,106,627,148,260
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041400.1,0,1,2,0,0,4,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041500.2,1,4,0,0,0,2,0,4
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041700.1,0,0,0,0,9,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041800.1,1148,7605,5159,5654,1195,2841,5440,76
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041800.2,11479,23439,21969,26419,11005,25391,26228,626
vigun.IT97K-499-35.gnm1.ann1.Vigun09g041900.1,39,41,44,55,21,185,97,40
vigun.IT97K-499-35.gnm1.ann1.Vigun09g042000.1,813,852,1030,820,1232,761,814,950
vigun.IT97K-499-35.gnm1.ann1.Vigun09g042100.1,51,4,4,1,17,5,11,38
vigun.IT97K-499-35.gnm1.ann1.Vigun09g042200.1,884,995,1022,926,724,759,939,1372
