Id,norm.WT_SeedCoat_1,norm.WT_SeedCoat_2,norm.WT_SeedCoat_3,norm.WT_SeedCoat_4,norm.T_SeedCoat_1,norm.T_SeedCoat_2,norm.T_SeedCoat_3,norm.T_SeedCoat_4
vigun.IT97K-499-35.gnm1.ann1.Vigun04g031600.4,0,146,83,34,58,156,104,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g031700.1,272,480,308,306,188,216,400,221
vigun.IT97K-499-35.gnm1.ann1.Vigun04g031800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g031900.1,41,10,0,0,0,19,0,53
vigun.IT97K-499-35.gnm1.ann1.Vigun04g031900.2,25,10,3,4,0,0,4,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032000.1,61,32,48,58,44,57,40,83
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032100.1,161,402,255,350,108,170,249,375
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032100.2,1569,3414,1604,2184,999,1707,2505,1881
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032200.1,52,960,1211,1243,207,55,1014,153
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032200.2,863,273,308,616,900,1084,656,252
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032300.1,217,31,84,69,112,264,43,84
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032300.2,2,37,0,28,41,0,0,6
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032400.1,296,285,397,363,389,249,341,248
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032500.1,0,0,0,0,7,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032500.2,3,0,3,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032600.1,250,204,281,216,169,271,240,528
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032700.1,441,192,123,171,201,388,141,415
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032800.1,0,0,0,0,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032900.1,198,71,87,83,165,253,115,55
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032900.2,105,46,42,50,0,0,73,49
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032900.3,0,0,10,0,0,0,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g032900.4,9,10,0,13,0,0,0,15
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033000.1,7,9,12,4,8,0,11,9
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033100.1,171,61,105,80,201,86,79,137
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033200.1,1062,1434,1961,1981,1418,1193,1517,1779
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033200.2,137,107,158,149,76,114,91,229
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033300.1,237,55,15,9,81,131,9,50
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033400.1,133,174,176,155,72,40,128,301
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033400.2,34,0,8,18,0,101,28,24
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033700.1,42,55,89,54,45,47,47,44
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033800.1,11,3,13,3,16,8,12,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g033900.1,1156,301,334,496,2989,709,332,71
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034000.1,10,5,248,647,1272,28,107,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034100.1,104,32,39,34,30,52,49,79
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034200.1,4747,12392,6000,6411,3830,5868,10258,24
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034300.1,590,498,713,801,884,769,765,520
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034400.1,142,122,113,115,115,85,80,165
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034500.1,13,12,0,1,2,1,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034600.1,3326,10047,8100,9951,5230,5101,11298,1037
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034700.1,169,31,282,356,1045,291,176,57
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034800.1,100,80,47,37,57,88,44,66
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034900.1,80,0,25,16,124,49,29,28
vigun.IT97K-499-35.gnm1.ann1.Vigun04g034900.2,0,14,2,0,10,17,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035000.1,12,4,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035000.2,1,0,0,0,0,1,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035100.1,4218,6138,3083,3366,2909,2781,3641,4407
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035200.1,0,3,3,4,74,1,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035300.1,827,949,998,1078,849,775,1008,938
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035300.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035400.1,338,267,306,219,329,303,335,391
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035500.1,119,50,15,55,0,0,13,109
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035500.2,335,400,406,389,330,404,403,534
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035600.1,0,0,0,0,0,0,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035600.2,2,4,1,3,0,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035700.1,256,353,581,547,203,279,432,508
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035700.2,17,0,11,0,1,0,2,15
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035800.1,455,459,418,423,1841,210,298,1491
vigun.IT97K-499-35.gnm1.ann1.Vigun04g035900.1,39,32,57,26,39,42,34,71
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036000.1,646,520,704,618,882,589,741,1626
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036100.1,148,84,139,106,222,118,137,111
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036200.1,449,251,330,330,843,395,290,739
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036300.1,22,15,4,12,0,19,7,108
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036400.1,5,23,20,17,11,8,15,68
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036500.1,68,49,21,38,0,14,66,14
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036500.2,62,48,94,109,58,42,19,86
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036600.1,750,1191,914,947,681,740,1138,2857
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036700.1,3,0,0,0,0,0,0,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036800.1,238,192,122,231,304,201,260,456
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036800.2,138,87,120,124,164,31,52,330
vigun.IT97K-499-35.gnm1.ann1.Vigun04g036900.1,534,354,298,275,360,427,339,1198
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037000.1,344,244,305,102,725,517,97,47
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037200.1,0,0,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037300.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037400.1,209,422,193,256,60,172,271,64
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037500.1,0,0,0,0,0,0,0,48
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037600.1,0,0,0,0,20,0,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037700.1,0,0,0,1,0,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037700.2,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037800.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037800.3,0,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037800.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g037900.1,166,120,190,163,261,117,165,214
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038100.1,259,286,424,340,304,310,333,417
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038200.1,435,465,930,724,289,313,696,253
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038200.2,362,278,165,228,577,361,157,363
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038300.1,2957,3194,3236,3440,2248,3915,3744,2775
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038400.1,19,4,14,20,12,7,15,67
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038500.1,2,0,0,0,0,1,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038600.1,0,41,50,42,0,27,57,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038700.1,249,219,227,240,248,312,259,395
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038800.1,195,122,192,210,54,137,115,708
vigun.IT97K-499-35.gnm1.ann1.Vigun04g038900.1,90,53,91,141,113,60,89,113
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039000.1,1,19,95,139,12,7,550,9
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039100.1,244,534,556,450,708,246,460,22
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039200.1,192,120,205,211,119,166,113,198
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039300.1,305,324,385,207,727,310,536,439
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039400.1,216,314,297,248,95,120,296,67
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039400.2,182,0,68,74,289,386,0,274
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039400.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039500.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039600.1,3,0,0,0,8,0,11,13
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039600.2,10,6,10,4,0,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039700.1,0,0,6,0,0,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039700.2,4,0,0,0,0,1,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039700.3,0,0,0,6,0,1,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039800.1,0,35,30,0,0,0,0,108
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039800.2,352,274,428,575,467,379,379,84
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039800.3,0,5,0,0,45,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g039900.1,602,1316,1184,1038,282,1110,937,7
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040000.1,53,70,54,48,70,77,46,51
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040100.1,358,304,1258,1298,1328,574,502,320
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040200.1,92,38,45,44,144,88,23,1432
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040300.1,437,529,1291,1196,1831,236,766,883
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040400.1,15,4,0,8,10,28,9,20
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040400.2,232,115,64,94,130,188,104,474
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040400.3,8,12,36,6,0,0,0,24
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040500.1,6,26,5,17,19,0,10,57
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040500.2,87,152,167,108,96,87,98,341
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040600.1,65,119,34,4,48,47,1,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040700.1,6233,8438,8357,9076,5548,5765,8833,11600
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040800.1,133,423,208,48,138,344,17,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040900.1,1448,2065,2224,2338,2031,2007,2772,36
vigun.IT97K-499-35.gnm1.ann1.Vigun04g040900.2,172,44,2,21,0,188,33,15
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041400.2,16,13,5,9,24,5,2,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041500.1,1194,6763,10848,10708,1584,2949,11862,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041500.2,17,261,268,274,172,150,403,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041500.3,344,1381,2313,2934,242,519,3845,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041500.4,0,131,190,144,118,58,179,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041500.5,2925,7256,3964,2530,3036,8794,2856,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041600.1,1424,3675,3365,3165,2583,1405,2228,373
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041600.2,224,2285,1174,1094,663,511,1118,33
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041700.1,0,0,1,0,81,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041800.1,808,682,829,843,672,901,840,656
vigun.IT97K-499-35.gnm1.ann1.Vigun04g041900.1,2113,3127,3522,4156,1710,2067,3144,4377
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042000.1,18,4,1,0,42,15,0,6
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042100.1,10,1,0,2,11,5,1,72
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042200.1,39,79,95,160,88,58,55,106
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042300.2,2116,2034,1735,1690,1137,1481,1677,3033
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042400.1,38,47,66,27,74,22,35,34
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042400.2,447,577,303,409,366,440,493,354
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042500.1,22,130,27,2,28,14,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042600.1,0,12,2,11,7,0,6,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042700.1,45,28,27,41,112,42,32,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042800.1,359,319,320,335,412,355,392,246
vigun.IT97K-499-35.gnm1.ann1.Vigun04g042900.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043000.1,72,0,0,10,269,101,170,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043000.2,10,106,178,197,233,0,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043100.1,10,2,7,10,4,5,4,7
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043300.1,1,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043400.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043500.1,0,26,38,66,0,19,39,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043500.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043500.3,10,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043800.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g043900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044000.1,0,0,1,2,0,0,1,5
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044100.1,1,11,12,15,0,2,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.10,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.11,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.6,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.7,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.8,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044300.9,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044400.1,1036,805,1065,1050,1165,1378,1063,1246
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044500.1,582,566,588,975,1014,739,873,208
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044500.2,4,48,167,0,10,17,79,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044600.1,2822,1245,1185,1481,895,2687,1329,3809
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044700.1,2888,3746,2486,2582,1187,3249,3159,4346
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044700.2,125,157,71,107,67,98,147,109
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044800.1,171,290,210,189,96,151,181,192
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044800.2,0,0,73,64,158,299,112,297
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044800.3,233,222,187,181,0,0,242,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044900.1,662,897,694,651,400,490,787,524
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044900.2,31,35,31,0,0,8,18,24
vigun.IT97K-499-35.gnm1.ann1.Vigun04g044900.3,12,21,47,30,21,11,11,26
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045000.1,1606,3122,4488,5575,6356,3957,5614,249
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045100.1,0,0,1,1,0,0,0,68
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.1,100,10,135,85,25,0,96,41
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.2,25,0,5,19,0,0,18,21
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.4,91,0,399,346,0,419,425,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.5,0,136,0,0,267,0,0,399
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045200.6,194,164,0,0,340,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045300.1,300,211,160,225,195,248,148,390
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045400.1,1848,2135,1537,1674,2229,1842,2686,2203
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045500.1,1,0,7,9,0,0,2,13
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045600.1,19,211,144,229,172,18,101,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045700.1,0,0,0,0,9,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g045900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046000.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046100.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046200.1,3,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046400.1,7,0,3,1,0,0,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046700.1,1,1,3,9,0,1,5,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g046900.2,1,1,0,2,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047000.1,1093,892,1472,1513,1579,1157,1061,562
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047100.1,17,19,17,12,1,15,5,13
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047200.1,0,0,0,0,0,0,0,88
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047200.2,200,107,384,511,781,113,435,284
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047300.1,769,620,2798,2609,3865,435,741,506
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047300.2,0,0,2,7,0,12,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047400.1,34,3,20,1,67,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047500.1,6,0,2,0,0,0,0,10
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047600.1,3115,8288,9217,10734,3614,4182,11058,919
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047800.1,10,277,70,19,45,195,32,26
vigun.IT97K-499-35.gnm1.ann1.Vigun04g047900.1,6,0,4,10,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048000.1,2,10,12,28,98,4,23,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048100.1,569,1535,1752,2418,1994,1065,1239,7
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048200.1,1,13,189,255,185,10,45,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048300.1,4,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048500.1,1495,1323,895,783,898,1470,1173,318
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048700.2,12,6,17,39,9,8,17,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048700.3,116,409,382,502,53,222,588,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048800.1,23,27,35,40,43,34,49,50
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048800.2,0,4,0,3,3,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.1,0,0,0,11,0,0,51,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.10,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.11,0,0,0,0,0,19,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.12,0,0,25,0,0,0,0,15
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.2,37,0,9,0,0,15,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.4,0,51,89,85,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.6,0,0,0,0,0,0,0,13
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.7,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.8,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g048900.9,0,0,0,0,0,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049000.1,1741,1099,675,647,1037,1845,630,437
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049100.1,700,3035,2778,3035,1655,1292,3289,1050
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049200.1,225,46,142,154,238,481,53,8
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049300.1,28,4,7,27,8,28,15,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049400.1,173,173,194,154,215,164,89,402
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049500.1,266,194,261,313,291,284,226,91
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049500.2,2720,5078,5490,5771,4747,3706,5290,611
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049600.1,1539,1984,2016,1954,1297,1003,1665,2235
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g049900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g050000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun04g050100.1,19,16,16,10,4,17,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun04g050200.1,166,41,96,51,183,207,33,302
vigun.IT97K-499-35.gnm1.ann1.Vigun04g050200.2,797,537,515,666,464,2038,829,1159
