Id,norm.WT_Embryo_1,norm.WT_Embryo_2,norm.WT_Embryo_3,norm.WT_Embryo_4,norm.T_Embryo_1,norm.T_Embryo_2,norm.T_Embryo_3,norm.T_Embryo_4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155400.2,1798,1631,1665,1651,1253,2158,1911,1963
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155400.3,52,13,37,48,22,48,77,59
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155600.1,10,15,13,17,0,28,15,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155600.2,6,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155600.3,0,5,0,0,38,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155700.1,27,194,207,172,189,236,135,248
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155800.1,129,362,564,845,672,506,600,861
vigun.IT97K-499-35.gnm1.ann1.Vigun01g155900.1,339,556,573,652,494,369,659,490
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156000.1,7,0,4,12,0,0,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156000.2,17,9,11,0,9,17,13,18
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156100.1,550,500,616,817,528,840,781,870
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156200.1,111,611,389,305,143,332,53,54
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156300.1,234,499,462,328,226,228,246,258
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156400.1,60,165,99,44,113,72,41,38
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156500.1,21,0,0,2,0,5,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156600.1,9184,13389,6862,6983,11687,7266,7932,4811
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156700.1,69,124,60,56,40,15,134,178
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156700.2,611,551,532,764,491,301,913,893
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156800.1,440,166,637,546,13,372,736,604
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156800.2,33,310,0,82,246,78,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156800.3,3,0,37,0,0,6,57,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g156900.1,638,874,958,727,1285,1141,776,739
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157000.1,316,117,75,110,154,163,94,129
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157100.1,246,90,38,82,102,65,118,51
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157100.2,113,0,15,0,13,5,39,28
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157100.3,114,51,38,0,18,79,112,105
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157200.1,5165,8862,9699,9411,8223,9070,4290,6975
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157300.1,50,4,3,4,21,42,89,51
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157300.2,262,130,89,109,364,208,388,303
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157400.1,0,1,3,1,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157500.1,717,894,530,525,929,779,657,583
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157600.1,19,17,4,4,0,21,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157600.2,14,34,19,7,38,8,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157600.3,17,0,10,0,0,0,3,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157700.1,90,190,156,152,103,98,69,32
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157800.1,379,551,731,1042,762,684,2149,1358
vigun.IT97K-499-35.gnm1.ann1.Vigun01g157900.1,341,497,350,356,409,556,139,185
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158000.1,2022,7292,4138,4231,5747,4864,4353,3856
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158100.1,6,15,13,17,1,10,20,20
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158200.1,1,0,0,0,0,1,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158300.1,850,1077,1243,1155,987,533,1107,1294
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158400.1,13,11,13,19,11,12,36,19
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158600.1,61,51,50,54,32,50,36,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158700.1,982,965,597,566,587,1400,661,734
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158800.1,1,22,2,0,0,2,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g158900.1,969,612,673,667,1315,1316,1512,1446
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159000.1,19,37,53,90,16,61,98,73
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159100.1,3845,22240,7689,14623,11809,10880,18492,14257
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159200.1,325,392,321,326,698,372,577,731
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159300.1,30,0,15,58,41,137,142,146
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159300.2,10,0,11,0,0,0,18,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159300.3,22,25,22,0,31,13,62,112
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159400.1,6,1,2,0,0,3,1,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159500.1,291,232,110,131,113,304,126,96
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159600.1,13,25,23,12,46,17,16,18
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159800.1,0,0,1,0,10,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g159900.1,3784,4148,2821,2857,2752,5076,2520,2313
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160000.1,68,19,7,22,22,45,4,16
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160100.1,131,0,193,194,177,181,708,869
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160100.2,20,14,0,46,17,14,77,51
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160100.3,435,759,1069,1014,858,287,952,603
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160200.1,10,33,18,23,35,16,27,24
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160300.1,25,25,41,106,30,41,74,90
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160400.1,37,63,192,372,84,120,283,152
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160500.1,349,331,407,453,141,153,136,197
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160600.1,4132,6546,6723,5227,5842,13924,13333,17947
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160700.1,225,105,189,177,207,136,235,223
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160800.1,0,0,0,1,0,0,0,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g160900.1,1308,1556,830,753,646,1213,358,326
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161000.1,144,108,246,241,260,242,186,156
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161000.2,17,17,0,0,0,23,17,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161100.1,213,139,127,137,153,135,237,186
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161200.1,252,141,173,150,145,146,154,139
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161200.2,6,0,89,16,122,27,23,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161200.3,0,63,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161200.4,14,0,0,11,0,50,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161200.5,0,12,0,45,66,31,0,84
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161300.1,0,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161400.1,839,1545,1172,1124,1307,2046,1002,1153
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161500.1,0,0,0,0,0,1,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161600.1,0,2,0,0,3,0,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161700.1,1,2,0,0,2,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161800.1,208,87,267,427,199,210,151,274
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161900.1,474,210,171,225,225,392,176,115
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161900.2,76,78,75,33,83,57,17,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161900.3,0,0,7,10,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g161900.4,12,19,17,0,0,15,16,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162000.1,306,22,148,252,14,126,77,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162100.1,2,2,22,15,36,0,98,100
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162200.1,1,0,0,1,0,0,10,16
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162300.1,24,21,30,48,85,31,153,104
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162400.1,104,141,62,41,255,162,466,357
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162500.1,240,152,164,146,133,182,93,129
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162600.1,35,43,53,57,29,26,41,69
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162700.1,1,0,3,2,0,0,3,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162800.1,38,55,28,18,59,61,20,42
vigun.IT97K-499-35.gnm1.ann1.Vigun01g162900.1,600,532,397,352,577,439,423,453
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163000.1,553,888,960,958,842,2507,1839,1822
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163000.2,11,5,6,7,16,12,19,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163100.1,0,0,0,0,0,0,0,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163100.2,67,93,163,247,338,186,112,182
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163300.1,0,0,0,0,2,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163400.1,0,0,0,0,3,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163500.1,549,375,493,493,379,295,471,333
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163600.1,286,380,398,381,567,331,363,366
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163700.1,191,186,128,166,216,147,205,134
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g163900.1,3893,6979,6253,5727,4754,11470,5728,5877
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164000.1,1845,762,288,226,2746,911,1514,678
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164100.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164200.1,438,336,120,68,102,170,47,36
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164300.1,62,52,52,68,187,201,1057,1248
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164400.1,1865,956,1198,1277,736,1130,675,649
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164500.1,0,3,2,4,0,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164700.1,100,235,186,197,375,162,230,140
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164800.1,1016,874,1370,1293,1053,702,1729,1497
vigun.IT97K-499-35.gnm1.ann1.Vigun01g164900.1,1,3,31,27,14,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165100.1,0,0,0,0,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165200.1,0,0,0,0,5,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165300.1,0,0,0,0,3,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165400.1,0,0,0,0,97,0,6,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165600.1,58,51,63,106,234,182,117,178
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165700.1,41,21,37,86,21,30,31,78
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165800.1,137,297,637,350,418,412,164,255
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165900.1,1,6,3,15,12,12,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g165900.2,28,0,19,21,22,0,32,19
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166000.1,117,79,62,38,78,73,48,70
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166200.1,0,4,2,10,0,0,13,20
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166300.1,21,46,17,24,22,22,2,31
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166400.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166500.1,0,0,0,0,0,0,0,20
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166500.2,2,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166500.3,0,0,0,0,0,0,14,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166600.1,544,724,559,622,793,675,671,584
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166700.1,3,0,0,0,0,0,5,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166800.1,2,0,0,0,4,4,11,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166900.1,323,192,152,248,303,352,221,217
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166900.2,6,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g166900.3,145,136,170,120,62,180,179,146
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167000.1,752,552,853,1082,1039,586,648,854
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167100.1,4,0,0,4,0,5,2,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167200.1,0,0,0,0,0,0,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167200.2,0,0,0,1,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167300.1,727,578,948,955,508,561,650,629
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167400.1,271,84,124,113,110,115,114,105
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167500.1,2748,5100,5296,5352,2855,1830,3836,3929
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167600.1,77,107,3256,7447,5319,314,6876,56434
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167700.1,3,2,5,0,0,2,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167800.1,11477,18807,19181,18306,15012,16532,8836,14921
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167800.2,20,25,10,19,38,21,11,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g167900.1,7,1,0,0,1,2,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168000.1,654,865,682,646,744,1198,934,674
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168100.1,143,17,10,10,985,203,21,43
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168200.1,60,21,61,64,269,85,90,98
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168200.2,236,218,236,319,885,257,271,266
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168200.3,5,10,9,12,44,45,24,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168300.1,29,26,22,17,33,49,19,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168400.1,4,14,19,36,0,22,24,35
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168500.1,57,26,54,48,161,55,218,290
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168600.1,1,39,301,834,331,65,284,523
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168700.1,192,111,114,267,116,149,270,229
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168800.1,148,48,100,19,46,47,35,54
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168800.2,85,26,27,98,63,68,25,66
vigun.IT97K-499-35.gnm1.ann1.Vigun01g168900.1,4849,3797,2663,2558,4067,3554,4091,2891
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169000.1,18480,20854,23078,26224,26680,36857,48170,51973
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169100.1,2956,1836,1790,1858,2340,2178,1757,2116
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169100.2,95,2,33,4,37,29,16,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169200.1,3909,4738,4918,4502,3729,4711,3192,4316
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169300.1,34862,33329,25450,20279,14750,21873,16409,16528
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169400.1,0,0,0,0,13,1,5,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169500.1,1275,714,687,611,728,721,383,479
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169600.1,14,12,12,5,9,22,6,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169700.1,18,0,0,0,8,0,0,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169700.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169800.1,769,317,919,638,428,441,681,438
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169800.2,137,246,202,224,139,35,123,165
vigun.IT97K-499-35.gnm1.ann1.Vigun01g169900.1,600,860,748,735,608,499,688,568
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170000.1,283,219,415,434,259,387,385,370
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170100.1,116,41,152,171,87,168,98,136
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.2,0,0,0,5,0,6,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170200.6,10,26,36,25,36,44,49,50
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170300.1,214,97,115,151,87,139,62,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170400.1,364,226,455,358,96,164,28,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170500.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170600.1,0,0,0,1,0,0,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170700.1,0,0,0,0,0,0,8,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170800.1,151,36,108,116,47,123,152,194
vigun.IT97K-499-35.gnm1.ann1.Vigun01g170900.1,807,392,419,321,843,649,328,418
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171000.1,68,75,129,108,72,61,134,161
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171100.1,5530,8018,8824,6847,6197,9384,15997,12053
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171300.1,5,2,2,0,0,1,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171400.1,88,28,36,47,8,36,17,54
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171500.1,73,0,0,35,0,11,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171500.2,749,152,134,129,203,200,70,51
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171600.1,358,406,401,362,264,248,322,366
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171700.1,409,47,376,192,0,38,88,134
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171700.2,228,242,241,388,140,223,221,115
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171800.1,3585,5493,2933,3043,5198,5721,2375,1903
vigun.IT97K-499-35.gnm1.ann1.Vigun01g171900.1,15,23,20,25,0,12,4,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172000.1,298,487,774,678,458,271,464,349
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172100.1,0,5,6,8,0,0,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172200.1,0,0,0,0,3,0,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172300.1,91,169,89,218,138,129,158,169
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172400.1,202,143,68,79,243,210,246,173
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172500.1,107,151,323,577,346,239,637,451
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172600.1,1,0,5,0,0,0,2,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172700.1,48,21,23,44,21,20,31,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172700.2,0,0,0,0,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172700.3,0,0,0,0,0,0,0,27
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172700.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172800.1,436,1116,518,577,938,437,743,562
vigun.IT97K-499-35.gnm1.ann1.Vigun01g172900.1,3,2,0,4,2,5,14,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173000.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173100.1,89,205,306,237,237,177,167,192
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173200.1,703,977,3419,3990,1727,1168,2111,4121
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173300.1,80,17,163,152,49,111,270,155
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173300.2,0,118,0,0,95,32,0,127
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173400.1,145,185,136,179,412,388,361,341
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173500.1,380,583,460,286,141,407,261,111
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173500.2,4939,4431,3408,3210,2943,3459,3379,3265
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173600.1,63,88,90,96,28,149,19,85
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173600.2,12,10,28,8,13,50,24,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173600.3,210,213,236,236,130,295,189,328
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173700.1,73,136,145,92,159,141,75,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173800.1,1913,1246,1859,2115,1629,2598,824,1401
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173800.2,28,22,13,25,63,13,25,28
vigun.IT97K-499-35.gnm1.ann1.Vigun01g173900.1,315,297,159,197,612,376,1218,623
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174000.1,1848,2696,1950,1806,2408,4298,2260,2391
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174100.1,26,32,42,31,29,52,76,113
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174200.1,141,94,123,108,70,62,69,80
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174300.1,62,106,70,59,46,95,32,70
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174400.1,1,2,0,0,0,3,3,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174500.1,328,49,93,39,35,170,25,67
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174600.1,12,17,50,74,74,40,58,45
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174700.1,746,965,1322,1554,728,777,1483,995
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174800.1,278,223,234,173,253,211,128,158
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174800.2,1305,739,1041,1050,1039,971,357,778
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174900.1,149,257,217,217,287,410,166,163
vigun.IT97K-499-35.gnm1.ann1.Vigun01g174900.2,1,30,11,4,14,27,11,18
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175000.1,1097,489,591,508,578,893,246,367
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175100.1,401,551,703,718,304,375,483,504
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175200.1,0,3,2,2,0,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175300.1,3313,3714,3050,2949,3188,5317,2102,3065
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175400.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175500.1,1336,229,163,207,205,361,214,214
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175600.2,2,0,1,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175700.1,16189,20433,20076,17907,18062,19573,11264,13677
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175700.2,33,39,11,1,62,25,25,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175800.1,61,41,14,27,59,47,94,80
vigun.IT97K-499-35.gnm1.ann1.Vigun01g175900.1,98,283,153,223,334,112,419,228
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176000.1,0,0,1,1,13,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176000.2,2,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176100.1,289,572,412,420,646,598,499,664
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176100.2,59,122,74,48,52,52,65,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176100.3,11,20,47,30,35,21,34,31
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176100.4,4,0,25,1,5,1,12,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176200.1,4,7,3,11,0,4,12,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176300.1,991,693,1332,1620,1176,1114,1769,1957
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176400.1,803,909,747,747,902,894,371,367
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176500.1,91,67,28,21,45,63,21,35
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176600.1,627,938,849,788,776,532,1339,910
vigun.IT97K-499-35.gnm1.ann1.Vigun01g176700.1,245,471,193,149,411,363,140,134
