Id,norm.WT_Embryo_1,norm.WT_Embryo_2,norm.WT_Embryo_3,norm.WT_Embryo_4,norm.T_Embryo_1,norm.T_Embryo_2,norm.T_Embryo_3,norm.T_Embryo_4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.3,99,137,0,67,114,22,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.4,0,0,88,0,67,15,0,28
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.5,87,0,0,132,0,0,52,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.6,73,88,71,0,55,45,0,46
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.7,74,0,63,93,0,0,41,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098600.8,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098700.1,0,0,1,1,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098800.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g098900.1,0,0,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099000.1,69,78,71,98,23,8,103,82
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099000.2,11,11,37,11,26,32,3,13
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099100.1,2502,6575,3393,2975,3353,3402,3980,3251
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099200.1,63,98,96,92,84,190,74,136
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099200.2,36,78,143,88,66,138,33,138
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099200.3,9,2,2,5,9,32,14,16
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099300.1,3,0,1,0,4,0,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099400.1,12,12,26,4,34,42,12,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099700.1,1,0,4,10,0,1,15,9
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g099900.1,0,0,0,0,0,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100000.1,709,403,495,610,663,267,589,662
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100000.2,88,354,257,146,678,241,0,167
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100000.3,380,379,518,454,844,246,545,482
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100100.1,0,0,0,0,2,0,5,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100200.1,208,137,127,113,118,91,117,61
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100300.1,0,0,0,17,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100300.2,412,328,422,393,289,318,396,348
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100400.1,6,4,2,0,6,12,31,24
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100400.2,118,202,154,162,572,424,529,488
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100500.1,2,2,0,5,7,10,54,19
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100600.1,243,266,264,96,251,229,353,271
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100600.2,0,241,0,269,363,50,0,219
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100600.3,0,0,122,103,0,38,84,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100600.4,189,13,255,12,18,88,332,50
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100700.1,173,250,161,142,160,288,108,147
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100800.1,291,337,285,232,270,271,338,228
vigun.IT97K-499-35.gnm1.ann1.Vigun10g100900.1,1275,781,1257,1153,703,838,1031,1400
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101000.1,0,0,0,0,0,0,5,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101100.1,442,387,566,576,294,762,294,592
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101200.1,11,27,4,10,16,6,2,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101400.1,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101600.1,5,22,2,2,114,0,626,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101700.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101800.1,4,39,0,0,138,0,1872,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g101900.1,0,16,1,0,20,0,498,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102000.1,0,0,0,0,4,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102400.1,12,28,4,0,0,0,1593,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102500.1,15,25,0,5,146,3,1962,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102600.1,9,39,0,0,83,5,1732,4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102700.1,12,23,1,0,104,0,1491,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102800.1,17,144,4,5,630,5,5838,15
vigun.IT97K-499-35.gnm1.ann1.Vigun10g102900.1,0,0,0,0,0,0,28,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103000.1,0,1,0,0,0,0,21,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103100.1,0,0,0,0,0,2,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103200.1,5,0,13,13,18,1,18,12
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103200.2,112,158,127,168,190,129,193,156
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103300.1,642,769,442,578,718,695,1043,962
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103300.2,33,72,66,40,85,27,146,111
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103400.1,326,173,256,315,185,426,180,281
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103500.1,585,486,626,315,286,312,364,278
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103500.2,165,119,39,183,138,0,188,67
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103600.1,187,78,111,87,93,160,127,123
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103600.3,26,35,20,33,0,26,30,22
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103600.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103700.1,0,0,0,0,0,0,8,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103700.2,0,4,0,0,0,0,0,16
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103700.3,11,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103700.4,293,240,280,287,218,192,453,274
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103800.1,220,160,208,236,139,209,152,177
vigun.IT97K-499-35.gnm1.ann1.Vigun10g103900.1,4,19,3,13,7,1,10,8
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104000.1,256,116,22,47,131,191,110,84
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g104900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105100.1,0,0,0,0,0,0,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105200.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105300.1,232,436,418,225,365,502,196,322
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105500.1,772,944,737,148,635,369,72,26
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105600.1,25,47,26,38,127,209,428,318
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105700.1,28,61,20,12,64,43,13,13
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105800.1,0,0,0,0,0,0,2,4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g105900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106000.1,1946,1692,1211,1144,1021,1394,737,649
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106000.2,3,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106100.1,0,1,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106400.1,684,1479,822,858,1237,696,322,279
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106600.1,323,511,373,300,361,439,461,448
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106600.2,7,8,12,8,9,11,20,27
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106700.1,12,11,15,64,27,49,18,13
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106800.1,0,0,0,0,0,0,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106800.2,2,4,0,1,8,15,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106800.3,4,2,10,7,5,6,4,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g106900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107000.1,103,198,174,197,144,182,112,167
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107400.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g107900.1,0,0,1,0,6,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108100.1,194,165,123,123,142,178,91,81
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108100.2,22,0,0,0,6,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108300.1,15,31,50,669,88,7,126,553
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108400.1,116,218,253,228,161,272,164,228
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108500.1,2205,2405,1801,1792,1937,3115,1605,1650
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108800.1,47,13,52,85,4,24,44,19
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108800.2,170,111,59,277,132,264,126,161
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108800.3,963,964,934,854,822,982,850,618
vigun.IT97K-499-35.gnm1.ann1.Vigun10g108900.1,0,2,0,0,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109000.1,460,310,456,552,288,467,465,413
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.1,24,0,12,22,0,11,0,26
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.2,67,33,83,69,35,46,129,62
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.3,6,0,26,7,0,5,8,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.4,69,127,79,144,191,59,21,16
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.5,30,0,21,0,19,0,81,18
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.6,0,6,0,0,0,7,17,65
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109100.7,0,29,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109200.1,86,50,49,50,23,57,74,97
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109300.1,281,232,185,243,350,319,771,630
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109400.1,5,10,0,10,13,9,13,27
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109400.2,814,534,593,860,318,925,346,554
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109500.1,328,213,108,93,140,165,108,101
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109600.1,75,47,25,25,67,37,58,49
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109700.1,304,531,663,616,345,659,673,844
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109800.1,1785,1417,1920,1892,1148,2891,1770,1666
vigun.IT97K-499-35.gnm1.ann1.Vigun10g109900.1,143,59,88,104,85,157,138,166
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110000.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110100.2,0,0,0,4,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110300.2,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110400.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110500.1,4,11,12,24,11,5,2,8
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110800.1,0,0,0,0,2,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g110900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111000.1,818,846,1136,1243,564,813,1230,1438
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111100.1,0,0,0,0,1,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111200.1,80,19,67,39,22,38,14,24
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111300.1,8787,18467,13212,12916,14618,15903,8545,7806
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111600.1,43,146,90,120,42,114,66,192
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111700.1,0,0,25,11,4,0,0,11
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111700.2,23,29,0,17,18,31,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111700.3,2,10,0,0,0,38,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111800.2,246,379,455,396,475,1523,1100,1029
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111800.3,51,17,27,28,28,109,13,82
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111800.4,7,0,18,6,0,51,44,135
vigun.IT97K-499-35.gnm1.ann1.Vigun10g111900.1,842,1086,1127,1260,1216,863,1167,1114
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112000.1,103,111,109,140,66,106,67,117
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112000.2,752,694,1031,1008,777,814,759,920
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112000.3,18,0,30,23,9,5,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112100.1,0,2,4,10,13,5,18,16
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112200.1,1164,422,1132,1196,426,651,1041,793
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112300.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112400.1,398,561,264,264,200,255,100,71
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112500.1,215,522,354,385,802,435,256,425
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112600.1,215,147,436,397,206,137,680,500
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112800.1,0,377,28,79,391,0,0,142
vigun.IT97K-499-35.gnm1.ann1.Vigun10g112900.1,2,5,2,1,2,9,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113000.1,259,41,106,109,13,227,114,198
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113000.2,183,78,193,186,63,254,141,266
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113000.3,15,267,33,82,279,22,223,254
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113100.1,130,35,105,52,129,117,94,125
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113200.1,2,4,3,2,2,4,8,8
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113300.1,1080,741,798,692,383,583,1109,838
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113400.1,0,0,0,1,18,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113500.1,75,141,109,129,58,75,180,132
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113600.1,17,28,17,25,14,32,11,13
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113700.1,16,12,2,0,8,5,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113800.1,293,498,418,465,405,383,412,468
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113900.1,43,17,10,111,15,10,22,4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113900.2,106,44,122,162,22,143,24,4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g113900.3,153,220,59,0,188,36,42,38
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114000.1,326,675,582,643,465,734,733,982
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114000.2,50,205,137,109,255,223,97,314
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114100.1,622,915,762,687,983,722,1244,1032
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114200.1,0,0,0,4,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114200.2,79,30,29,90,47,98,21,40
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114200.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114300.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114400.1,114,112,111,110,86,206,11,12
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114500.1,4,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114600.1,0,0,0,0,0,0,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114600.2,0,0,1,6,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114700.1,11,2,0,1,0,5,5,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114800.1,19,5,12,2,0,10,16,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g114900.1,0,0,0,0,0,0,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115000.1,0,23,0,15,11,22,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115100.1,8,11,11,11,11,8,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115200.1,40,38,14,4,11,34,6,12
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115300.1,590,659,639,622,385,641,303,560
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115400.1,241,169,126,159,133,109,177,213
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115400.2,49,29,47,29,3,40,90,4
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115500.1,184,225,224,249,260,140,209,258
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115600.1,541,294,379,407,255,821,970,1246
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115600.2,114,160,243,154,385,72,44,278
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115700.1,371,61,185,218,84,171,55,270
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115800.1,3,4,0,1,5,1,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g115900.1,15,13,11,4,12,12,6,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116000.1,27,117,60,138,37,96,135,138
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116100.1,42,81,37,59,129,31,239,115
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116200.1,11,18,1,2,32,47,713,336
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116400.1,2184,1815,2234,2135,2502,1501,1293,1275
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116500.1,35,32,23,30,11,15,73,45
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116600.1,39,26,0,0,7,0,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116600.2,0,11,25,11,23,35,20,15
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116700.1,84,129,172,186,22,194,37,42
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116800.1,24,88,47,47,15,42,18,11
vigun.IT97K-499-35.gnm1.ann1.Vigun10g116900.1,9575,6334,2566,4131,5520,5650,2502,1988
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117000.1,9,19,0,0,31,4,0,9
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117000.2,701,405,516,583,314,265,505,394
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117100.1,1656,2068,1599,1585,2169,2741,2010,1728
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117200.1,4,1,11,6,1,13,13,22
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117400.1,1,3,0,0,0,1,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117500.1,292,337,338,356,319,283,453,548
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117600.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117700.1,13,4,3,11,52,55,170,131
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117800.1,1,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g117900.2,2,77,41,36,22,35,53,55
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118000.1,832,201,144,127,128,218,120,129
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118100.1,6,10,9,4,8,35,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118200.1,2,1,0,0,3,1,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118300.1,140,87,54,69,72,67,44,71
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118400.1,215,354,306,292,287,217,225,271
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118500.1,515,502,656,770,604,712,434,714
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118600.1,1187,1508,1284,1136,1156,775,1148,1215
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118800.1,17,36,17,4,22,26,8,9
vigun.IT97K-499-35.gnm1.ann1.Vigun10g118900.1,81,37,36,31,157,96,166,125
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119000.1,14,16,20,22,12,15,13,9
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119100.1,237,380,261,251,382,220,236,268
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119200.1,0,21,10,33,0,0,14,16
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119200.2,18,0,11,4,25,25,2,15
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119200.3,0,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119200.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119200.5,11,2,1,0,9,17,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119300.1,310,364,252,334,555,184,277,425
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119400.1,129,119,99,40,86,181,52,57
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119400.2,1,5,0,0,15,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119400.3,20,6,17,16,0,36,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119400.4,12,0,0,15,66,22,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119500.1,1,3,0,1,1,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119600.1,159,106,39,18,284,288,240,213
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119700.1,0,0,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119800.1,914,1201,992,914,1028,1058,1045,800
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119800.2,119,197,88,68,270,219,93,129
vigun.IT97K-499-35.gnm1.ann1.Vigun10g119800.3,20,81,0,0,0,0,0,31
